"","city","state","postal_code","latitude","longitude","stars","review_count","categories","OpenSundays","Open7days","checkedin100","BusinessAcceptsCreditCards","RestaurantsTakeOut","RestaurantsPriceRange2","RestaurantsReservations","RestaurantsDelivery","GoodForKids","OutdoorSeating","RestaurantsAttire","garage","street","validated","lot","valet","WiFi","NoiseLevel","Caters","dessert","latenight","lunch","dinner","brunch","breakfast"
"2547","Sun Prairie","WI",53590,43.1665880375,-89.2706137266,4,139,"Fast Food, American (Traditional)","yes","yes","yes","True","True","1","False","False","True","True","casual","False","False","False","True","False","no","average","True","False","False","True","True","False","False"
"2548","Charlotte","NC",28262,35.3339833432,-80.7136163861,4.5,31,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","False","False","True","False","casual","False","False","False","False","False","no","loud","True","True","False","False","False","False","False"
"2549","Cornelius","NC",28031,35.4848645,-80.8788311,4.5,17,"Sandwiches, Fast Food","no","no","no","True","True","1","False","True","True","False","casual","False","False","False","False","False","free","loud","False","False","False","True","True","False","False"
"2550","Mint Hill","NC",28227,35.1737168,-80.6575883,4,59,"American (Traditional), Nightlife","yes","no","yes","True","True","1","False","False","True","True","casual","False","False","False","True","False","free","average","False","False","False","True","True","False","False"
"2551","Charlotte","NC",28202,35.2257631203,-80.8474543395,4.5,60,"Fast Food, American (Traditional)","yes","yes","yes","True","True","1","False","False","True","True","casual","True","False","False","False","False","free","average","True","False","False","True","True","False","False"
"2552","Champaign","IL",61821,40.1123750709,-88.2772195188,4,15,"Coffee & Tea, Cafes","yes","yes","no","True","True","1","False","False","True","False","formal","False","False","False","False","False","free","average","False","False","True","True","False","False","True"
"2553","Champaign","IL",28273,40.1164204,-88.2433829,4.5,35,"Fast Food, American (Traditional)","no","no","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","no","average","True","False","False","True","False","False","False"
"2554","Matthews","NC",28105,35.125831,-80.7074148,4,42,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","False","False","True","True","casual","False","False","False","False","False","free","average","True","False","False","True","False","False","False"
"2555","Charlotte","NC",28210,35.1523135263,-80.8394454686,4,45,"Nightlife, Bars","yes","no","yes","True","False","2","True","False","False","True","casual","True","False","False","False","False","no","average","False","False","False","False","False","False","False"
"2556","Champaign","IL",61820,40.1101907,-88.229701,4.5,17,"Coffee & Tea, Cafes","yes","yes","no","True","True","2","True","True","True","False","casual","False","False","False","False","False","no","quiet","True","False","False","False","False","False","False"
"2557","Matthews","NC",28105,35.125831,-80.7074148,4,42,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","False","False","True","True","casual","False","False","False","False","False","free","average","True","False","False","True","False","False","False"
"2558","Matthews","NC",28105,35.1165629,-80.7222425,3.5,92,"American (Traditional), Nightlife","no","no","yes","True","True","2","True","False","True","True","casual","False","False","False","True","False","no","average","True","False","False","True","True","False","False"
"2559","Charlotte","NC",28203,35.2032555,-80.8639402,3,343,"Nightlife, Bars","yes","yes","yes","True","True","2","True","False","True","True","casual","False","True","False","True","False","free","average","True","False","False","True","True","False","False"
"2560","Urbana","IL",61801,40.106139,-88.221243,3,59,"Coffee & Tea, Cafes","yes","yes","yes","True","True","2","True","False","True","False","casual","False","True","False","False","False","paid","average","False","True","False","False","False","False","False"
"2561","Charlotte","NC",28210,35.287572,-80.760694,2.5,25,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","no","average","False","False","False","True","False","False","True"
"2562","Matthews","NC",28104,35.0682163,-80.7006024,4.5,48,"Fast Food, American (Traditional)","yes","no","no","True","True","2","True","True","True","True","casual","False","False","False","False","False","no","average","True","False","False","True","True","False","False"
"2563","Cornelius","NC",28031,35.479225,-80.893923,4,166,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","True","False","True","True","casual","False","False","False","True","False","no","average","False","False","False","False","True","False","False"
"2564","Charlotte","NC",28210,35.1465562987,-80.8267944753,3,211,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","True","False","True","True","casual","False","False","False","False","False","free","average","False","False","False","True","True","False","False"
"2565","Huntersville","NC",28078,35.408391,-80.8629505,3.5,55,"Fast Food, American (Traditional)","yes","yes","yes","True","True","1","False","False","True","False","casual","False","True","False","True","False","free","average","True","True","False","True","True","False","False"
"2566","Monona","WI",53716,43.0601787,-89.3267065,3,31,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","False","True","True","False","casual","False","False","False","True","False","free","average","True","False","False","True","False","False","False"
"2567","Denver","NC",28037,35.4603506,-80.9931736,4.5,14,"Fast Food, American (Traditional)","no","no","no","True","True","2","False","False","False","True","casual","False","False","False","False","False","free","average","False","False","False","False","True","False","False"
"2568","Charlotte","NC",28226,35.0890517,-80.867053,3.5,131,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","True","False","True","False","casual","False","False","False","True","False","no","quiet","True","False","False","False","True","False","False"
"2569","Gifford","IL",61866,40.312407,-88.039695,3,9,"Fast Food, American (Traditional)","yes","no","no","True","True","1","True","False","True","False","casual","False","False","False","False","False","free","average","False","False","False","False","False","False","False"
"2570","Charlotte","NC",28262,35.3174783,-80.7783761,3.5,68,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","True","False","True","False","casual","False","False","False","True","False","no","average","False","True","False","True","True","False","False"
"2571","Huntersville","NC",28078,35.4052094877,-80.8670972405,3.5,90,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","False","False","True","True","casual","False","False","False","True","False","no","loud","False","False","False","True","False","True","True"
"2572","Concord","NC",28027,35.3644868,-80.7165474,3,16,"Fast Food, American (Traditional)","yes","yes","no","True","False","2","True","False","True","False","casual","False","False","False","True","False","no","very_loud","False","False","False","False","True","False","False"
"2573","Concord","NC",28025,35.4120106,-80.5687126,3,30,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","True","False","True","False","casual","False","False","False","True","False","no","average","True","False","False","True","True","False","False"
"2574","Champaign","IL",61820,40.111322,-88.230602,3,85,"Fast Food, American (Traditional)","yes","yes","no","True","False","2","True","False","True","False","casual","False","True","False","False","False","free","loud","False","False","False","True","True","False","False"
"2575","Indian Trail","NC",28079,35.0631169,-80.633164,4,34,"Sandwiches, Fast Food","yes","yes","no","True","True","1","False","False","True","True","casual","False","False","False","False","False","no","average","True","False","False","True","False","False","False"
"2576","Champaign","IL",61820,40.1101985,-88.2402729,2.5,23,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","False","True","False","False","casual","False","False","False","False","False","paid","very_loud","True","False","False","False","False","False","False"
